Province_Raw,ImmCategory,REF_DATE,Year,YearQtr,Admissions,Geo_Level
Northwest Territories - Total,Skilled Trade,2021-Q2,2021,2021-Q2,,Provincial
Northwest Territories - Total,Skilled Worker,2021-Q2,2021,2021-Q2,0.0,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2021-Q2,2021,2021-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Children,2021-Q2,2021,2021-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2021-Q2,2021,2021-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2021-Q2,2021,2021-Q2,0.0,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2021-Q2,2021,2021-Q2,,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2021-Q2,2021,2021-Q2,0.0,Provincial
,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Unknown
,Atlantic Immigration Pilot Programs,2021-Q3,2021,2021-Q3,105.0,Unknown
,Atlantic Immigration Programs,2021-Q3,2021,2021-Q3,0.0,Unknown
,Canadian Experience,2021-Q3,2021,2021-Q3,90.0,Unknown
,Caregiver,2021-Q3,2021,2021-Q3,0.0,Unknown
,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Unknown
,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Unknown
,Skilled Worker,2021-Q3,2021,2021-Q3,,Unknown
,Self-Employed,2021-Q3,2021,2021-Q3,0.0,Unknown
,Start-up Business,2021-Q3,2021,2021-Q3,,Unknown
,Provincial Nominee Program,2021-Q3,2021,2021-Q3,175.0,Unknown
,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,20.0,Unknown
,Sponsored Children,2021-Q3,2021,2021-Q3,,Unknown
,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Unknown
,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,,Unknown
,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,45.0,Unknown
,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Unknown
,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,105.0,Unknown
,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,15.0,Unknown
Newfoundland and Labrador - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Pilot Programs,2021-Q3,2021,2021-Q3,55.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Programs,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Canadian Experience,2021-Q3,2021,2021-Q3,240.0,Provincial
Newfoundland and Labrador - Total,Caregiver,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Worker,2021-Q3,2021,2021-Q3,,Provincial
Newfoundland and Labrador - Total,Self-Employed,2021-Q3,2021,2021-Q3,,Provincial
Newfoundland and Labrador - Total,Start-up Business,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,645.0,Provincial
Newfoundland and Labrador - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,40.0,Provincial
Newfoundland and Labrador - Total,Sponsored Children,2021-Q3,2021,2021-Q3,,Provincial
Newfoundland and Labrador - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,40.0,Provincial
Newfoundland and Labrador - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
Newfoundland and Labrador - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,25.0,Provincial
Newfoundland and Labrador - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,,Provincial
Prince Edward Island - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Pilot Programs,2021-Q3,2021,2021-Q3,880.0,Provincial
Prince Edward Island - Total,Atlantic Immigration Programs,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Canadian Experience,2021-Q3,2021,2021-Q3,680.0,Provincial
Prince Edward Island - Total,Caregiver,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Skilled Worker,2021-Q3,2021,2021-Q3,20.0,Provincial
Prince Edward Island - Total,Self-Employed,2021-Q3,2021,2021-Q3,,Provincial
Prince Edward Island - Total,Start-up Business,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,825.0,Provincial
Prince Edward Island - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,205.0,Provincial
Prince Edward Island - Total,Sponsored Children,2021-Q3,2021,2021-Q3,15.0,Provincial
Prince Edward Island - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Prince Edward Island - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,,Provincial
Prince Edward Island - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,195.0,Provincial
Prince Edward Island - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,,Provincial
Prince Edward Island - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,180.0,Provincial
Prince Edward Island - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,45.0,Provincial
Nova Scotia - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Atlantic Immigration Pilot Programs,2021-Q3,2021,2021-Q3,435.0,Provincial
Nova Scotia - Total,Atlantic Immigration Programs,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Canadian Experience,2021-Q3,2021,2021-Q3,220.0,Provincial
Nova Scotia - Total,Caregiver,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Skilled Worker,2021-Q3,2021,2021-Q3,,Provincial
Nova Scotia - Total,Self-Employed,2021-Q3,2021,2021-Q3,,Provincial
Nova Scotia - Total,Start-up Business,2021-Q3,2021,2021-Q3,,Provincial
Nova Scotia - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,655.0,Provincial
Nova Scotia - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,95.0,Provincial
Nova Scotia - Total,Sponsored Children,2021-Q3,2021,2021-Q3,15.0,Provincial
Nova Scotia - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,,Provincial
Nova Scotia - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,115.0,Provincial
Nova Scotia - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
Nova Scotia - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,155.0,Provincial
Nova Scotia - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,10.0,Provincial
New Brunswick - Total,Canadian Experience,2021-Q3,2021,2021-Q3,0.0,Provincial
New Brunswick - Total,Caregiver,2021-Q3,2021,2021-Q3,35.0,Provincial
New Brunswick - Total,Skilled Worker,2021-Q3,2021,2021-Q3,7205.0,Provincial
New Brunswick - Total,Entrepreneur,2021-Q3,2021,2021-Q3,35.0,Provincial
New Brunswick - Total,Investor,2021-Q3,2021,2021-Q3,890.0,Provincial
New Brunswick - Total,Self-Employed,2021-Q3,2021,2021-Q3,0.0,Provincial
New Brunswick - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,0.0,Provincial
New Brunswick - Total,Sponsored Children,2021-Q3,2021,2021-Q3,345.0,Provincial
New Brunswick - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,20.0,Provincial
New Brunswick - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,545.0,Provincial
New Brunswick - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,3240.0,Provincial
New Brunswick - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
New Brunswick - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,350.0,Provincial
New Brunswick - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,140.0,Provincial
Quebec - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,40.0,Provincial
Quebec - Total,Canadian Experience,2021-Q3,2021,2021-Q3,29890.0,Provincial
Quebec - Total,Caregiver,2021-Q3,2021,2021-Q3,415.0,Provincial
Quebec - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Quebec - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,65.0,Provincial
Quebec - Total,Skilled Trade,2021-Q3,2021,2021-Q3,80.0,Provincial
Quebec - Total,Skilled Worker,2021-Q3,2021,2021-Q3,1445.0,Provincial
Quebec - Total,Entrepreneur,2021-Q3,2021,2021-Q3,0.0,Provincial
Quebec - Total,Investor,2021-Q3,2021,2021-Q3,0.0,Provincial
Quebec - Total,Self-Employed,2021-Q3,2021,2021-Q3,45.0,Provincial
Quebec - Total,Start-up Business,2021-Q3,2021,2021-Q3,45.0,Provincial
Quebec - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,3285.0,Provincial
Quebec - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,3180.0,Provincial
Quebec - Total,Sponsored Children,2021-Q3,2021,2021-Q3,695.0,Provincial
Quebec - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,50.0,Provincial
Quebec - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,1245.0,Provincial
Quebec - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,8380.0,Provincial
Quebec - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,30.0,Provincial
Quebec - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,2035.0,Provincial
Quebec - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,620.0,Provincial
Ontario - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Ontario - Total,Canadian Experience,2021-Q3,2021,2021-Q3,380.0,Provincial
Ontario - Total,Caregiver,2021-Q3,2021,2021-Q3,,Provincial
Ontario - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Ontario - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,25.0,Provincial
Ontario - Total,Skilled Trade,2021-Q3,2021,2021-Q3,,Provincial
Ontario - Total,Skilled Worker,2021-Q3,2021,2021-Q3,50.0,Provincial
Ontario - Total,Entrepreneur,2021-Q3,2021,2021-Q3,0.0,Provincial
Ontario - Total,Self-Employed,2021-Q3,2021,2021-Q3,0.0,Provincial
Ontario - Total,Start-up Business,2021-Q3,2021,2021-Q3,10.0,Provincial
Ontario - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,2985.0,Provincial
Ontario - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,285.0,Provincial
Ontario - Total,Sponsored Children,2021-Q3,2021,2021-Q3,40.0,Provincial
Ontario - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Ontario - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,70.0,Provincial
Ontario - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,520.0,Provincial
Ontario - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,10.0,Provincial
Ontario - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,100.0,Provincial
Ontario - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,70.0,Provincial
Manitoba - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Manitoba - Total,Canadian Experience,2021-Q3,2021,2021-Q3,420.0,Provincial
Manitoba - Total,Caregiver,2021-Q3,2021,2021-Q3,15.0,Provincial
Manitoba - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Manitoba - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,,Provincial
Manitoba - Total,Skilled Trade,2021-Q3,2021,2021-Q3,,Provincial
Manitoba - Total,Skilled Worker,2021-Q3,2021,2021-Q3,15.0,Provincial
Manitoba - Total,Self-Employed,2021-Q3,2021,2021-Q3,,Provincial
Manitoba - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,1815.0,Provincial
Manitoba - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,95.0,Provincial
Manitoba - Total,Sponsored Children,2021-Q3,2021,2021-Q3,20.0,Provincial
Manitoba - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,,Provincial
Manitoba - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,80.0,Provincial
Manitoba - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,330.0,Provincial
Manitoba - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
Manitoba - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,195.0,Provincial
Manitoba - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,25.0,Provincial
Saskatchewan - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Saskatchewan - Total,Canadian Experience,2021-Q3,2021,2021-Q3,3360.0,Provincial
Saskatchewan - Total,Caregiver,2021-Q3,2021,2021-Q3,140.0,Provincial
Saskatchewan - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Saskatchewan - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,10.0,Provincial
Saskatchewan - Total,Skilled Trade,2021-Q3,2021,2021-Q3,15.0,Provincial
Saskatchewan - Total,Skilled Worker,2021-Q3,2021,2021-Q3,175.0,Provincial
Saskatchewan - Total,Entrepreneur,2021-Q3,2021,2021-Q3,0.0,Provincial
Saskatchewan - Total,Investor,2021-Q3,2021,2021-Q3,0.0,Provincial
Saskatchewan - Total,Self-Employed,2021-Q3,2021,2021-Q3,15.0,Provincial
Saskatchewan - Total,Start-up Business,2021-Q3,2021,2021-Q3,5.0,Provincial
Saskatchewan - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,2570.0,Provincial
Saskatchewan - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,405.0,Provincial
Saskatchewan - Total,Sponsored Children,2021-Q3,2021,2021-Q3,310.0,Provincial
Saskatchewan - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,30.0,Provincial
Saskatchewan - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,400.0,Provincial
Saskatchewan - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,2235.0,Provincial
Saskatchewan - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
Saskatchewan - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,660.0,Provincial
Saskatchewan - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,330.0,Provincial
Alberta - Total,Agri-Food Pilot,2021-Q3,2021,2021-Q3,30.0,Provincial
Alberta - Total,Canadian Experience,2021-Q3,2021,2021-Q3,10930.0,Provincial
Alberta - Total,Caregiver,2021-Q3,2021,2021-Q3,200.0,Provincial
Alberta - Total,Federal Economic Mobility Pathways Pilot,2021-Q3,2021,2021-Q3,0.0,Provincial
Alberta - Total,Rural and Northern Immigration,2021-Q3,2021,2021-Q3,45.0,Provincial
Alberta - Total,Skilled Trade,2021-Q3,2021,2021-Q3,175.0,Provincial
Alberta - Total,Skilled Worker,2021-Q3,2021,2021-Q3,295.0,Provincial
Alberta - Total,Entrepreneur,2021-Q3,2021,2021-Q3,0.0,Provincial
Alberta - Total,Investor,2021-Q3,2021,2021-Q3,0.0,Provincial
Alberta - Total,Self-Employed,2021-Q3,2021,2021-Q3,25.0,Provincial
Alberta - Total,Start-up Business,2021-Q3,2021,2021-Q3,55.0,Provincial
Alberta - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,3875.0,Provincial
Alberta - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,1760.0,Provincial
Alberta - Total,Sponsored Children,2021-Q3,2021,2021-Q3,175.0,Provincial
Alberta - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,10.0,Provincial
Alberta - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,450.0,Provincial
Alberta - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,3460.0,Provincial
Alberta - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,5.0,Provincial
Alberta - Total,Government-Assisted Refugee,2021-Q3,2021,2021-Q3,655.0,Provincial
Alberta - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,110.0,Provincial
British Columbia - Total,Canadian Experience,2021-Q3,2021,2021-Q3,25.0,Provincial
British Columbia - Total,Caregiver,2021-Q3,2021,2021-Q3,0.0,Provincial
British Columbia - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
British Columbia - Total,Skilled Worker,2021-Q3,2021,2021-Q3,5.0,Provincial
British Columbia - Total,Self-Employed,2021-Q3,2021,2021-Q3,0.0,Provincial
British Columbia - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,95.0,Provincial
British Columbia - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,5.0,Provincial
British Columbia - Total,Sponsored Children,2021-Q3,2021,2021-Q3,,Provincial
British Columbia - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,,Provincial
British Columbia - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,,Provincial
British Columbia - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,20.0,Provincial
British Columbia - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
British Columbia - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,,Provincial
Yukon - Total,Canadian Experience,2021-Q3,2021,2021-Q3,25.0,Provincial
Yukon - Total,Caregiver,2021-Q3,2021,2021-Q3,,Provincial
Yukon - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Skilled Worker,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Provincial Nominee Program,2021-Q3,2021,2021-Q3,35.0,Provincial
Yukon - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,15.0,Provincial
Yukon - Total,Sponsored Children,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,15.0,Provincial
Yukon - Total,Blended Sponsorship Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
Yukon - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,,Provincial
Northwest Territories - Total,Canadian Experience,2021-Q3,2021,2021-Q3,5.0,Provincial
Northwest Territories - Total,Caregiver,2021-Q3,2021,2021-Q3,,Provincial
Northwest Territories - Total,Skilled Trade,2021-Q3,2021,2021-Q3,0.0,Provincial
Northwest Territories - Total,Skilled Worker,2021-Q3,2021,2021-Q3,0.0,Provincial
Northwest Territories - Total,Temporary Resident to Permanent Resident Pathway,2021-Q3,2021,2021-Q3,0.0,Provincial
Northwest Territories - Total,Sponsored Children,2021-Q3,2021,2021-Q3,,Provincial
Northwest Territories - Total,Sponsored Extended Family Member,2021-Q3,2021,2021-Q3,0.0,Provincial
Northwest Territories - Total,Sponsored Parent or Grandparent,2021-Q3,2021,2021-Q3,0.0,Provincial
Northwest Territories - Total,Sponsored Spouse or Partner,2021-Q3,2021,2021-Q3,5.0,Provincial
Northwest Territories - Total,Privately Sponsored Refugee,2021-Q3,2021,2021-Q3,0.0,Provincial
,Agri-Food Pilot,2021-Q4,2021,2021-Q4,0.0,Unknown
,Atlantic Immigration Pilot Programs,2021-Q4,2021,2021-Q4,200.0,Unknown
,Atlantic Immigration Programs,2021-Q4,2021,2021-Q4,0.0,Unknown
,Canadian Experience,2021-Q4,2021,2021-Q4,125.0,Unknown
,Caregiver,2021-Q4,2021,2021-Q4,0.0,Unknown
,Federal Economic Mobility Pathways Pilot,2021-Q4,2021,2021-Q4,0.0,Unknown
,Skilled Trade,2021-Q4,2021,2021-Q4,0.0,Unknown
,Skilled Worker,2021-Q4,2021,2021-Q4,,Unknown
,Self-Employed,2021-Q4,2021,2021-Q4,0.0,Unknown
,Start-up Business,2021-Q4,2021,2021-Q4,0.0,Unknown
,Provincial Nominee Program,2021-Q4,2021,2021-Q4,135.0,Unknown
,Temporary Resident to Permanent Resident Pathway,2021-Q4,2021,2021-Q4,85.0,Unknown
,Sponsored Children,2021-Q4,2021,2021-Q4,,Unknown
,Sponsored Extended Family Member,2021-Q4,2021,2021-Q4,0.0,Unknown
,Sponsored Parent or Grandparent,2021-Q4,2021,2021-Q4,10.0,Unknown
,Sponsored Spouse or Partner,2021-Q4,2021,2021-Q4,50.0,Unknown
,Blended Sponsorship Refugee,2021-Q4,2021,2021-Q4,0.0,Unknown
,Government-Assisted Refugee,2021-Q4,2021,2021-Q4,300.0,Unknown
,Privately Sponsored Refugee,2021-Q4,2021,2021-Q4,20.0,Unknown
Newfoundland and Labrador - Total,Agri-Food Pilot,2021-Q4,2021,2021-Q4,5.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Pilot Programs,2021-Q4,2021,2021-Q4,135.0,Provincial
Newfoundland and Labrador - Total,Atlantic Immigration Programs,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Canadian Experience,2021-Q4,2021,2021-Q4,140.0,Provincial
Newfoundland and Labrador - Total,Caregiver,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Federal Economic Mobility Pathways Pilot,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Trade,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Skilled Worker,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Self-Employed,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Start-up Business,2021-Q4,2021,2021-Q4,0.0,Provincial
Newfoundland and Labrador - Total,Provincial Nominee Program,2021-Q4,2021,2021-Q4,370.0,Provincial
Newfoundland and Labrador - Total,Temporary Resident to Permanent Resident Pathway,2021-Q4,2021,2021-Q4,120.0,Provincial
